"Year","Fruit","District","Production","Extent"
2007,"Papaws","Monaragala",1563,216
2007,"Papaws","Ratnapura",2002,309
2007,"Papaws","Kegalle",560,129
2008,"Papaws","Colombo",821,130
2008,"Papaws","Gampaha",1688,525
2008,"Papaws","Kaluthara",2076,349
2008,"Papaws","Kandy",1765,427
2008,"Papaws","Matale",1788,228
2008,"Papaws","Nuwara Eliya",813,124
2008,"Papaws","Galle",1446,412
2008,"Papaws","Matara",758,244
2008,"Papaws","Hanbantota",4433,496
2008,"Papaws","Jaffna",266,46
2008,"Papaws","Mannar",68,18
2008,"Papaws","Vavuniya",54,17
2008,"Papaws","Mullativu",58,14
2008,"Papaws","Kilinochchi",82,17
2008,"Papaws","Batticaloa",295,60
2008,"Papaws","Ampara",504,229
2008,"Papaws","Trincomalee",164,38
2008,"Papaws","Kurunegala",2996,429
2008,"Papaws","Puttalam",2471,348
2008,"Papaws","Anuradhapura",1376,513
2008,"Papaws","Polonnaruwa",570,219
2008,"Papaws","Badulla",2595,283
2008,"Papaws","Monaragala",3779,318
2008,"Papaws","Ratnapura",2154,328
2008,"Papaws","Kegalle",2084,197
2010,"Papaws","Colombo",787,114
2010,"Papaws","Gampaha",1192,358
2010,"Papaws","Kaluthara",3305,400
2010,"Papaws","Kandy",2482,468
2010,"Papaws","Matale",1876,273
2010,"Papaws","Nuwara Eliya",527,123
2010,"Papaws","Galle",1492,429
2010,"Papaws","Matara",1393,245
2010,"Papaws","Hanbantota",13463,1674
2010,"Papaws","Jaffna",258,45
2010,"Papaws","Mannar",183,90
2010,"Papaws","Vavuniya",0,0
2010,"Papaws","Mullativu",0,0
2010,"Papaws","Kilinochchi",113,17
2010,"Papaws","Batticaloa",306,58
2010,"Papaws","Ampara",837,177
2010,"Papaws","Trincomalee",355,65
2010,"Papaws","Kurunegala",3477,577
2010,"Papaws","Puttalam",1362,323
2010,"Papaws","Anuradhapura",3693,602
2010,"Papaws","Polonnaruwa",1234,202
2010,"Papaws","Badulla",2752,313
2010,"Papaws","Monaragala",2391,332
2010,"Papaws","Ratnapura",2197,387
2010,"Papaws","Kegalle",232,119
2011,"Papaws","Colombo",795,117
2011,"Papaws","Gampaha",1199,358
2011,"Papaws","Kaluthara",2828,315
2011,"Papaws","Kandy",2583,495
2011,"Papaws","Matale",1876,273
2011,"Papaws","Nuwara Eliya",514,125
2011,"Papaws","Galle",1417,426
2011,"Papaws","Matara",1292,276
2011,"Papaws","Hanbantota",16095,2079
2011,"Papaws","Jaffna",431,61
2011,"Papaws","Vavuniya",47,13
2011,"Papaws","Mullativu",84,13
2011,"Papaws","Kilinochchi",96,28
2011,"Papaws","Batticaloa",419,80
2011,"Papaws","Ampara",974,176
2011,"Papaws","Trincomalee",373,69
2011,"Papaws","Kurunegala",4004,642
2011,"Papaws","Puttalam",3356,393
2011,"Papaws","Anuradhapura",3780,534
2011,"Papaws","Polonnaruwa",654,195
2011,"Papaws","Badulla",2646,314
2011,"Papaws","Monaragala",2391,332
2011,"Papaws","Ratnapura",2289,410
2011,"Papaws","Kegalle",257,101
2012,"Papaws","Colombo",795,115
2012,"Papaws","Gampaha",911,396
2012,"Papaws","Kaluthara",3408,325
2012,"Papaws","Kandy",2401,437
2012,"Papaws","Matale",1776,220
2012,"Papaws","Nuwara Eliya",514,133
2012,"Papaws","Galle",1637,507
2012,"Papaws","Matara",2549,285
2012,"Papaws","Hanbantota",19805,1701
2012,"Papaws","Jaffna",487,61
2012,"Papaws","Mannar",262,82
2012,"Papaws","Vavuniya",135,44
2012,"Papaws","Mullativu",371,40
2012,"Papaws","Kilinochchi",107,25
2012,"Papaws","Batticaloa",392,83
2012,"Papaws","Ampara",2082,210
2012,"Papaws","Trincomalee",425,50
2012,"Papaws","Kurunegala",4446,717
2012,"Papaws","Puttalam",5145,323
2012,"Papaws","Anuradhapura",3756,512
2012,"Papaws","Polonnaruwa",447,153
2012,"Papaws","Badulla",3080,343
2012,"Papaws","Monaragala",2440,431
2012,"Papaws","Ratnapura",2964,517
2012,"Papaws","Kegalle",294,93
2013,"Papaws","Colombo",822,115
2013,"Papaws","Gampaha",1189,390
2013,"Papaws","Kaluthara",3348,318
2013,"Papaws","Kandy",2204,410
2013,"Papaws","Matale",1636,214
2013,"Papaws","Nuwara Eliya",412,120
2013,"Papaws","Galle",2234,482
2013,"Papaws","Matara",2702,371
2013,"Papaws","Hanbantota",11708,851
2013,"Papaws","Jaffna",572,72
2013,"Papaws","Mannar",542,158
2013,"Papaws","Vavuniya",310,21
2013,"Papaws","Mullativu",55,30
2013,"Papaws","Kilinochchi",1477,89
2013,"Papaws","Batticaloa",384,87
2013,"Papaws","Ampara",2527,163
2013,"Papaws","Trincomalee",785,88
2013,"Papaws","Kurunegala",4080,676
2013,"Papaws","Puttalam",4174,322
2013,"Papaws","Anuradhapura",4049,492
2013,"Papaws","Polonnaruwa",369,117
2013,"Papaws","Badulla",2687,295
2013,"Papaws","Monaragala",3116,410
2013,"Papaws","Ratnapura",2330,378
2013,"Papaws","Kegalle",373,115
2014,"Papaws","Colombo",1432,184
2014,"Papaws","Gampaha",1110,364
2014,"Papaws","Kaluthara",4586,236
2014,"Papaws","Kandy",2037,402
2014,"Papaws","Matale",1624,215
2014,"Papaws","Nuwara Eliya",430,129
2014,"Papaws","Galle",2232,492
2014,"Papaws","Matara",1789,348
2014,"Papaws","Hanbantota",19591,877
2014,"Papaws","Jaffna",1327,189
2014,"Papaws","Mannar",315,77
2014,"Papaws","Vavuniya",336,49
2014,"Papaws","Mullativu",55,30
2014,"Papaws","Kilinochchi",1275,160
2014,"Papaws","Batticaloa",211,57
2014,"Papaws","Ampara",1810,138
2014,"Papaws","Trincomalee",557,95
2014,"Papaws","Kurunegala",4098,659
2014,"Papaws","Puttalam",3671,308
2014,"Papaws","Anuradhapura",2454,316
2014,"Papaws","Polonnaruwa",212,117
2014,"Papaws","Badulla",2367,292
2014,"Papaws","Monaragala",2233,340
2014,"Papaws","Ratnapura",1969,293
2014,"Papaws","Kegalle",411,118
2015,"Papaws","Colombo",755,107
2015,"Papaws","Gampaha",4533,336
2015,"Papaws","Kaluthara",10242,285
2015,"Papaws","Kandy",1714,419
2015,"Papaws","Matale",1989,219
2015,"Papaws","Nuwara Eliya",212,105
2015,"Papaws","Galle",2446,519
2015,"Papaws","Matara",1991,319
2015,"Papaws","Hanbantota",9135,820
2015,"Papaws","Jaffna",1357,130
2015,"Papaws","Mannar",720,188
2015,"Papaws","Vavuniya",163,29
2015,"Papaws","Mullativu",55,30
2015,"Papaws","Kilinochchi",1475,110
2015,"Papaws","Batticaloa",311,89
2015,"Papaws","Ampara",1403,106
2015,"Papaws","Trincomalee",589,91
2015,"Papaws","Kurunegala",6941,752
2015,"Papaws","Puttalam",3469,320
2015,"Papaws","Anuradhapura",1543,194
2015,"Papaws","Polonnaruwa",459,117
2015,"Papaws","Badulla",2474,288
2015,"Papaws","Monaragala",2498,397
2015,"Papaws","Ratnapura",3152,334
2015,"Papaws","Kegalle",655,135
2016,"Papaws","Colombo",613,100
2016,"Papaws","Gampaha",4463,442
2016,"Papaws","Kaluthara",4580,297
2016,"Papaws","Kandy",1669,408
2016,"Papaws","Matale",1624,215
2016,"Papaws","Nuwara Eliya",430,129
2016,"Papaws","Galle",517,60
2016,"Papaws","Matara",1690,311
2016,"Papaws","Hanbantota",2993,186
2016,"Papaws","Jaffna",1210,130
2016,"Papaws","Mannar",1275,160
2016,"Papaws","Vavuniya",1004,213
2016,"Papaws","Mullativu",277,51
2016,"Papaws","Kilinochchi",55,30
2016,"Papaws","Batticaloa",209,91
2016,"Papaws","Ampara",2379,198
2016,"Papaws","Trincomalee",557,95
2016,"Papaws","Kurunegala",5954,640
2016,"Papaws","Puttalam",2725,331
2016,"Papaws","Anuradhapura",2454,316
2016,"Papaws","Polonnaruwa",393,116
2016,"Papaws","Badulla",6198,307
2016,"Papaws","Monaragala",2233,340
2016,"Papaws","Ratnapura",2403,346
2016,"Papaws","Kegalle",691,123
2017,"Papaws","Colombo",188,61
2017,"Papaws","Gampaha",5036,346
2017,"Papaws","Kaluthara",4244,285
2017,"Papaws","Kandy",1731,412
2017,"Papaws","Matale",938,190
2017,"Papaws","Nuwara Eliya",260,84
2017,"Papaws","Galle",3216,484
2017,"Papaws","Matara",1835,328
2017,"Papaws","Hanbantota",3959,467
2017,"Papaws","Jaffna",1548,147
2017,"Papaws","Mannar",1269,157
2017,"Papaws","Vavuniya",717,202
2017,"Papaws","Mullativu",324,27
2017,"Papaws","Kilinochchi",398,32
2017,"Papaws","Batticaloa",310,107
2017,"Papaws","Ampara",3729,268
2017,"Papaws","Trincomalee",378,93
2017,"Papaws","Kurunegala",5608,632
2017,"Papaws","Puttalam",3062,291
2017,"Papaws","Anuradhapura",8192,767
2017,"Papaws","Polonnaruwa",393,150
2017,"Papaws","Badulla",3600,434
2017,"Papaws","Monaragala",2003,311
2017,"Papaws","Ratnapura",3036,329
2017,"Papaws","Kegalle",590,132
2018,"Papaws","Colombo",183,53
2018,"Papaws","Gampaha",4910,372
2018,"Papaws","Kaluthara",4348,267
2018,"Papaws","Kandy",1568,360
2018,"Papaws","Matale",1315,247
2018,"Papaws","Nuwara Eliya",261,89
2018,"Papaws","Galle",2317,365
2018,"Papaws","Matara",1569,338
2018,"Papaws","Hanbantota",4486,506
2018,"Papaws","Jaffna",1193,106
2018,"Papaws","Mannar",2806,115
2018,"Papaws","Vavuniya",1554,139
2018,"Papaws","Mullativu",549,42
2018,"Papaws","Kilinochchi",618,97
2018,"Papaws","Batticaloa",330,116
2018,"Papaws","Ampara",1748,93
2018,"Papaws","Trincomalee",803,258
2018,"Papaws","Kurunegala",5138,652
2018,"Papaws","Puttalam",3108,273
2018,"Papaws","Anuradhapura",2398,601
2018,"Papaws","Polonnaruwa",620,195
2018,"Papaws","Badulla",2540,315
2018,"Papaws","Monaragala",1662,287
2018,"Papaws","Ratnapura",1533,275
2018,"Papaws","Kegalle",963,109
2019,"Papaws","Colombo",146,49
2019,"Papaws","Gampaha",4693,381
2019,"Papaws","Kaluthara",3598,242
2019,"Papaws","Kandy",1700,329
2019,"Papaws","Matale",892,180
2019,"Papaws","Nuwara Eliya",236,74
2019,"Papaws","Galle",1891,390
2019,"Papaws","Matara",1352,270
2019,"Papaws","Hanbantota",4227,526
2019,"Papaws","Jaffna",890,188
2019,"Papaws","Mannar",3363,113
2019,"Papaws","Vavuniya",1326,126
2019,"Papaws","Mullativu",441,31
2019,"Papaws","Kilinochchi",4049,75
2019,"Papaws","Batticaloa",429,117
2019,"Papaws","Ampara",3465,279
2019,"Papaws","Trincomalee",1034,102
2019,"Papaws","Kurunegala",4873,632
2019,"Papaws","Puttalam",3910,301
2019,"Papaws","Anuradhapura",2385,570
2019,"Papaws","Polonnaruwa",545,188
2019,"Papaws","Badulla",2522,306
2019,"Papaws","Monaragala",2114,282
2019,"Papaws","Ratnapura",1574,285
2019,"Papaws","Kegalle",904,142
2020,"Papaws","Colombo",394.7,69.7
2020,"Papaws","Gampaha",7123,644
2020,"Papaws","Kaluthara",3766.6,249
2020,"Papaws","Kandy",2197.7,371.3
2020,"Papaws","Matale",634.4,131
2020,"Papaws","Nuwara Eliya",246,76
2020,"Papaws","Galle",1777.3,331.5
2020,"Papaws","Matara",1485,262
2020,"Papaws","Hanbantota",4182.2,534.7
2020,"Papaws","Jaffna",1248,112
2020,"Papaws","Mannar",3132.6,116.3
2020,"Papaws","Vavuniya",1549,131
2020,"Papaws","Mullativu",323.1,32
2020,"Papaws","Kilinochchi",3591,72.9
2020,"Papaws","Batticaloa",404.2,117
2020,"Papaws","Ampara",3298.8,273.5
2020,"Papaws","Trincomalee",1566,195
2020,"Papaws","Kurunegala",6738.7,778
2020,"Papaws","Puttalam",4720,309
2020,"Papaws","Anuradhapura",30516,673
2020,"Papaws","Polonnaruwa",908.8,151.8
2020,"Papaws","Badulla",2406.8,283.5
2020,"Papaws","Monaragala",2268.9,323
2020,"Papaws","Ratnapura",1712.8,306
2020,"Papaws","Kegalle",931,122
2021,"Papaws","Colombo",183.8,58.4
2021,"Papaws","Gampaha",6669.8,415.9
2021,"Papaws","Kaluthara",3833.3,245.6
2021,"Papaws","Kandy",1944.2,258.3
2021,"Papaws","Matale",738.3,134.3
2021,"Papaws","Nuwara Eliya",180.8,58.6
2021,"Papaws","Galle",1885,373.9
2021,"Papaws","Matara",1648.6,273.2
2021,"Papaws","Hanbantota",4567.8,653.8
2021,"Papaws","Jaffna",1428.9,487.1
2021,"Papaws","Mannar",819.6,90
2021,"Papaws","Vavuniya",900,164
2021,"Papaws","Mullativu",441.8,46.7
2021,"Papaws","Kilinochchi",3567,75.7
2021,"Papaws","Batticaloa",403,117.1
2021,"Papaws","Ampara",11753,133.5
2021,"Papaws","Trincomalee",624.4,189.5
2021,"Papaws","Kurunegala",7171.3,601.3
2021,"Papaws","Puttalam",3489.3,272
2021,"Papaws","Anuradhapura",26910.3,579.6
2021,"Papaws","Polonnaruwa",692.8,160
2021,"Papaws","Badulla",2217.9,214.8
2021,"Papaws","Monaragala",2186.4,361.4
2021,"Papaws","Ratnapura",1633.6,298.3
2021,"Papaws","Kegalle",522.7,124.4
2022,"Papaws","Colombo",138.3,51.4
2022,"Papaws","Gampaha",12842.3,404.6
2022,"Papaws","Kaluthara",3723.1,236.4
2022,"Papaws","Kandy",1869.7,284.9
2022,"Papaws","Matale",723.4,136.3
2022,"Papaws","Nuwara Eliya",209.4,68.8
2022,"Papaws","Galle",1829.7,343.7
2022,"Papaws","Matara",1538.4,264.2
2022,"Papaws","Hanbantota",5179.8,547
2022,"Papaws","Jaffna",1451.6,103.9
2022,"Papaws","Mannar",611.3,72
2022,"Papaws","Vavuniya",876.9,159.8
2022,"Papaws","Mullativu",507.8,52.5
2022,"Papaws","Kilinochchi",371.2,75.3
2022,"Papaws","Batticaloa",348.5,99.7
2022,"Papaws","Ampara",32223.2,209.4
2022,"Papaws","Trincomalee",50.7,488.5
2022,"Papaws","Kurunegala",4231.9,609.8
2022,"Papaws","Puttalam",3306.4,302.6
2022,"Papaws","Anuradhapura",17617.8,404.7
2022,"Papaws","Polonnaruwa",516.7,139
2022,"Papaws","Badulla",1091.4,199.3
2022,"Papaws","Monaragala",2495,427.2
2022,"Papaws","Ratnapura",1600,289.2
2022,"Papaws","Kegalle",619.1,125
2023,"Papaws","Colombo",138.9,51.5
2023,"Papaws","Gampaha",10334.2,345.1
2023,"Papaws","Kaluthara",3867.4,233.3
2023,"Papaws","Kandy",1790.1,264.4
2023,"Papaws","Matale",663.9,145.7
2023,"Papaws","Nuwara Eliya",150.4,49.3
2023,"Papaws","Galle",1662.3,315.6
2023,"Papaws","Matara",1599.9,285.7
2023,"Papaws","Hanbantota",5086.6,573.9
2023,"Papaws","Jaffna",703.5,66.7
2023,"Papaws","Mannar",612,72.3
2023,"Papaws","Vavuniya",1653.4,142.8
2023,"Papaws","Mullativu",457.8,48.3
2023,"Papaws","Kilinochchi",342.2,67.2
2023,"Papaws","Batticaloa",345,100.9
2023,"Papaws","Ampara",2741.6,180.8
2023,"Papaws","Trincomalee",487.6,120.5
2023,"Papaws","Kurunegala",4336.5,552.6
2023,"Papaws","Puttalam",2512.1,233.9
2023,"Papaws","Anuradhapura",21411,504.9
2023,"Papaws","Polonnaruwa",471,129
2023,"Papaws","Badulla",965,158.1
2023,"Papaws","Monaragala",2212.1,388.8
2023,"Papaws","Ratnapura",1586.9,274.7
2023,"Papaws","Kegalle",543.5,123.6
2024,"Papaws","Colombo",135.5,51.1
2024,"Papaws","Gampaha",12244.1,395.6
2024,"Papaws","Kaluthara",3645.4,224
2024,"Papaws","Kandy",1790.1,264.4
2024,"Papaws","Matale",629,125.7
2024,"Papaws","Nuwara Eliya",137.5,45.3
2024,"Papaws","Galle",1890.8,345.4
2024,"Papaws","Matara",1966.3,330.7
2024,"Papaws","Hanbantota",4849,455.8
2024,"Papaws","Jaffna",954.8,86.5
2024,"Papaws","Mannar",612,72.3
2024,"Papaws","Vavuniya",1658.6,150.2
2024,"Papaws","Mullativu",459.7,48.7
2024,"Papaws","Kilinochchi",321.9,65.9
2024,"Papaws","Batticaloa",335.7,99.3
2024,"Papaws","Ampara",2080.6,183.4
2024,"Papaws","Trincomalee",715.2,127
2024,"Papaws","Kurunegala",4869.3,587.7
2024,"Papaws","Puttalam",1121.9,281.7
2024,"Papaws","Anuradhapura",17329.4,419.4
2024,"Papaws","Polonnaruwa",450.7,118.7
2024,"Papaws","Badulla",969.5,162.1
2024,"Papaws","Monaragala",2141.3,395.3
2024,"Papaws","Ratnapura",2279.4,310.5
2024,"Papaws","Kegalle",746.8,149.3
